Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region,Stress_Level_Category,Social_Isolation_Category
EMP3158,28,Prefer not to say,Project Manager,Healthcare,11,Onsite,39,12,1,Low,,No,No Change,2,Unsatisfied,5,,Poor,South America,Low,Low
EMP3159,31,Non-binary,Designer,Finance,31,Remote,42,8,3,Medium,Burnout,No,No Change,3,Satisfied,3,Daily,Average,Oceania,Medium,Medium
EMP3160,36,Non-binary,Software Engineer,Education,12,Remote,51,4,3,Low,Depression,No,Decrease,2,Satisfied,4,Weekly,Average,North America,Medium,Low
EMP3161,48,Femaleemale,Project Manager,Manufacturing,13,Hybrid,52,12,1,Low,Anxiety,Yes,Increase,4,Neutral,2,Daily,Average,Asia,Low,Medium
EMP3162,23,Femaleemale,Designer,Education,24,Hybrid,49,2,2,Low,Burnout,Yes,Decrease,3,Satisfied,4,,Good,Africa,Low,Medium
EMP3163,34,Non-binary,Sales,Healthcare,35,Onsite,53,3,3,High,,No,Increase,2,Satisfied,5,,Good,Oceania,Medium,Low
EMP3164,47,Maleale,HR,IT,6,Onsite,50,15,1,Medium,Depression,No,No Change,3,Satisfied,4,,Average,Africa,Low,Medium
EMP3165,25,Maleale,Marketing,Education,25,Onsite,57,11,2,High,Depression,Yes,Decrease,3,Neutral,1,,Poor,Europe,Low,Medium
EMP3166,45,Prefer not to say,HR,Consulting,18,Hybrid,55,10,4,High,Depression,No,Increase,4,Satisfied,2,,Poor,Africa,Medium,Medium
EMP3167,25,Maleale,Sales,Retail,17,Remote,53,12,5,High,,No,Increase,1,Neutral,4,,Poor,Africa,High,Low
EMP3168,58,Femaleemale,Designer,Education,31,Hybrid,24,12,3,Medium,Anxiety,Yes,Decrease,3,Unsatisfied,3,Weekly,Poor,Oceania,Medium,Medium
EMP3169,28,Prefer not to say,Sales,Healthcare,13,Remote,20,2,3,High,,Yes,No Change,3,Neutral,2,Daily,Poor,Africa,Medium,Medium
EMP3170,58,Prefer not to say,Designer,Education,26,Remote,58,13,4,Low,Anxiety,No,No Change,2,Satisfied,3,Daily,Poor,North America,Medium,Low
EMP3171,55,Prefer not to say,Designer,Finance,11,Onsite,41,3,2,High,Depression,No,Increase,5,Neutral,1,,Average,Africa,Low,High
EMP3172,28,Femaleemale,Data Scientist,Consulting,15,Remote,54,4,5,Low,Burnout,No,Decrease,5,Neutral,5,Weekly,Poor,South America,High,High
EMP3173,43,Non-binary,Data Scientist,Healthcare,2,Onsite,41,2,1,Low,,No,Decrease,4,Satisfied,5,Daily,Good,Europe,Low,Medium
EMP3174,31,Non-binary,Data Scientist,Finance,4,Hybrid,27,1,2,Medium,Burnout,No,No Change,4,Satisfied,3,,Poor,Asia,Low,Medium
EMP3175,47,Femaleemale,HR,IT,11,Remote,57,4,4,High,Anxiety,No,No Change,4,Unsatisfied,1,Daily,Good,South America,Medium,Medium
EMP3176,48,Prefer not to say,Designer,Consulting,29,Onsite,49,1,2,Low,Depression,Yes,No Change,4,Neutral,1,,Good,Africa,Low,Medium
EMP3177,23,Femaleemale,Data Scientist,Retail,10,Onsite,60,14,5,High,Anxiety,No,Increase,4,Unsatisfied,5,Daily,Average,Asia,High,Medium
EMP3178,23,Prefer not to say,Software Engineer,Finance,10,Hybrid,25,13,3,High,,No,No Change,1,Satisfied,4,Weekly,Average,North America,Medium,Low
EMP3179,31,Maleale,Data Scientist,Healthcare,4,Remote,44,6,1,High,Anxiety,Yes,Increase,1,Neutral,5,Daily,Average,Asia,Low,Low
EMP3180,27,Non-binary,Sales,Healthcare,29,Hybrid,54,5,5,Medium,Burnout,No,Increase,1,Unsatisfied,5,Daily,Good,Europe,High,Low
EMP3181,23,Femaleemale,Data Scientist,Consulting,14,Hybrid,46,9,3,Medium,,Yes,Decrease,2,Unsatisfied,4,Daily,Poor,South America,Medium,Low
EMP3182,55,Non-binary,Marketing,Education,12,Remote,58,0,2,High,Burnout,Yes,No Change,5,Satisfied,5,Daily,Average,Africa,Low,High
EMP3183,26,Non-binary,Sales,Healthcare,27,Hybrid,43,6,3,Low,Anxiety,No,Increase,5,Unsatisfied,5,Daily,Good,North America,Medium,High
EMP3184,45,Maleale,HR,Retail,13,Onsite,45,12,5,Low,Depression,No,Increase,4,Neutral,5,,Poor,Europe,High,Medium
EMP3185,30,Maleale,Software Engineer,Retail,34,Hybrid,52,4,3,Medium,Depression,Yes,No Change,4,Neutral,1,Weekly,Poor,Asia,Medium,Medium
EMP3186,31,Femaleemale,Marketing,Retail,8,Remote,29,14,1,High,Anxiety,No,Increase,1,Satisfied,3,,Poor,Africa,Low,Low
EMP3187,28,Maleale,Project Manager,IT,26,Onsite,22,15,2,Medium,,Yes,Decrease,5,Unsatisfied,3,Weekly,Average,Africa,Low,High
EMP3188,30,Femaleemale,Marketing,Healthcare,17,Remote,54,7,5,High,Burnout,No,No Change,2,Satisfied,5,Daily,Good,Europe,High,Low
EMP3189,22,Non-binary,Project Manager,Retail,30,Remote,50,10,1,High,Anxiety,No,No Change,3,Satisfied,3,Daily,Average,Africa,Low,Medium
EMP3190,23,Femaleemale,Software Engineer,Retail,5,Hybrid,47,9,2,High,Depression,No,Increase,2,Neutral,4,,Good,Asia,Low,Low
EMP3191,49,Femaleemale,HR,Finance,2,Onsite,25,5,3,High,,No,Decrease,2,Unsatisfied,2,Daily,Average,North America,Medium,Low
EMP3192,60,Femaleemale,HR,Manufacturing,25,Onsite,31,6,1,High,Burnout,Yes,Increase,4,Neutral,5,,Average,Europe,Low,Medium
EMP3193,44,Prefer not to say,Project Manager,Consulting,12,Remote,23,1,1,Medium,Depression,No,No Change,4,Satisfied,5,Weekly,Average,Oceania,Low,Medium
EMP3194,31,Prefer not to say,Data Scientist,Healthcare,24,Hybrid,35,8,2,High,Anxiety,Yes,Decrease,4,Satisfied,5,,Poor,Asia,Low,Medium
EMP3195,50,Prefer not to say,HR,IT,6,Hybrid,51,11,1,High,Burnout,No,No Change,5,Unsatisfied,4,,Average,Africa,Low,High
EMP3196,55,Non-binary,Marketing,Education,35,Onsite,29,9,3,High,,No,Increase,4,Satisfied,2,,Good,North America,Medium,Medium
EMP3197,50,Non-binary,Sales,IT,16,Remote,37,10,4,Medium,,Yes,Decrease,2,Neutral,2,Daily,Good,Oceania,Medium,Low
EMP3198,54,Non-binary,Marketing,Manufacturing,11,Remote,27,14,4,Medium,,Yes,Decrease,1,Unsatisfied,4,Daily,Good,Asia,Medium,Low
EMP3199,50,Non-binary,Marketing,Consulting,3,Onsite,31,12,3,Medium,,Yes,Decrease,1,Unsatisfied,3,Daily,Poor,Asia,Medium,Low
EMP3200,49,Maleale,Sales,IT,26,Onsite,30,10,4,High,Burnout,Yes,No Change,4,Unsatisfied,2,,Poor,Asia,Medium,Medium
EMP3201,48,Maleale,Sales,IT,28,Hybrid,27,10,3,High,,Yes,Decrease,2,Unsatisfied,1,Weekly,Good,Oceania,Medium,Low
EMP3202,32,Maleale,Project Manager,IT,18,Onsite,30,2,4,Low,Anxiety,No,Increase,5,Neutral,3,Weekly,Average,Oceania,Medium,High
EMP3203,26,Femaleemale,Project Manager,Manufacturing,11,Remote,32,15,5,Low,Depression,No,Decrease,4,Neutral,3,Daily,Poor,North America,High,Medium
EMP3204,28,Non-binary,Data Scientist,Consulting,33,Onsite,40,12,3,Medium,,No,No Change,3,Unsatisfied,3,,Average,South America,Medium,Medium
EMP3205,23,Non-binary,Software Engineer,Manufacturing,10,Onsite,43,4,5,Medium,Anxiety,No,Decrease,4,Unsatisfied,5,Daily,Poor,South America,High,Medium
EMP3206,30,Non-binary,Software Engineer,Education,21,Remote,23,9,2,Low,Anxiety,Yes,Decrease,4,Unsatisfied,2,,Poor,Europe,Low,Medium
EMP3207,48,Non-binary,Marketing,Healthcare,18,Hybrid,22,8,4,Medium,Burnout,Yes,Increase,3,Satisfied,3,Daily,Good,Oceania,Medium,Medium
EMP3208,56,Prefer not to say,Project Manager,IT,21,Hybrid,32,15,3,Medium,Burnout,Yes,Increase,4,Satisfied,3,Daily,Poor,Oceania,Medium,Medium
EMP3209,25,Prefer not to say,Designer,Finance,14,Remote,29,2,1,High,,No,Decrease,4,Unsatisfied,3,Weekly,Average,Europe,Low,Medium
EMP3210,35,Prefer not to say,HR,Education,3,Onsite,56,4,1,High,Anxiety,Yes,Increase,5,Unsatisfied,1,Daily,Good,North America,Low,High
EMP3211,57,Prefer not to say,Project Manager,Finance,22,Remote,46,14,3,High,Depression,Yes,No Change,1,Satisfied,3,Weekly,Poor,North America,Medium,Low
EMP3212,37,Maleale,Sales,Consulting,31,Hybrid,58,2,5,Medium,Depression,Yes,Decrease,1,Satisfied,5,,Poor,Asia,High,Low
EMP3213,60,Femaleemale,HR,Manufacturing,2,Onsite,52,3,1,Low,Burnout,Yes,Decrease,4,Satisfied,4,Daily,Poor,North America,Low,Medium
EMP3214,53,Non-binary,Data Scientist,Retail,20,Onsite,55,6,5,High,Anxiety,No,Increase,3,Unsatisfied,1,,Poor,South America,High,Medium
EMP3215,25,Femaleemale,Software Engineer,Healthcare,13,Hybrid,57,3,2,High,Depression,Yes,Increase,1,Satisfied,2,Weekly,Poor,Africa,Low,Low
EMP3216,32,Prefer not to say,Data Scientist,IT,29,Onsite,33,10,1,Low,Burnout,No,No Change,1,Satisfied,3,,Poor,North America,Low,Low
EMP3217,51,Non-binary,Designer,Healthcare,22,Hybrid,52,3,1,Low,,No,Decrease,5,Satisfied,5,Daily,Poor,Oceania,Low,High
EMP3218,38,Prefer not to say,HR,Consulting,22,Onsite,33,10,2,Medium,Burnout,Yes,Decrease,1,Neutral,5,,Poor,Europe,Low,Low
EMP3219,37,Non-binary,Project Manager,Consulting,34,Hybrid,31,7,5,High,Anxiety,Yes,Decrease,3,Neutral,3,Weekly,Poor,South America,High,Medium
EMP3220,33,Maleale,Designer,Education,6,Onsite,60,8,1,Low,Burnout,No,Decrease,1,Neutral,3,Weekly,Poor,Africa,Low,Low
EMP3221,51,Non-binary,Data Scientist,Healthcare,15,Hybrid,46,3,4,Medium,Burnout,No,No Change,4,Satisfied,5,Daily,Good,North America,Medium,Medium
EMP3222,29,Femaleemale,HR,Consulting,12,Hybrid,51,3,3,Medium,Depression,Yes,No Change,5,Unsatisfied,4,Daily,Good,South America,Medium,High
EMP3223,46,Prefer not to say,Designer,Education,18,Hybrid,33,5,4,High,Anxiety,Yes,Decrease,2,Satisfied,4,,Good,Europe,Medium,Low
EMP3224,24,Maleale,Project Manager,Healthcare,10,Onsite,23,10,2,High,Anxiety,No,Decrease,5,Neutral,4,Daily,Poor,Asia,Low,High
EMP3225,55,Prefer not to say,Data Scientist,IT,26,Remote,31,6,3,Low,Depression,Yes,No Change,1,Satisfied,3,,Average,Asia,Medium,Low
EMP3226,22,Femaleemale,Software Engineer,Healthcare,9,Remote,39,4,3,Medium,Anxiety,Yes,Increase,2,Unsatisfied,1,,Average,Europe,Medium,Low
EMP3227,39,Maleale,Designer,Finance,12,Hybrid,30,13,2,High,Burnout,No,Decrease,1,Neutral,4,Daily,Poor,Oceania,Low,Low
EMP3228,44,Prefer not to say,Marketing,Education,12,Hybrid,54,8,4,Medium,,Yes,Decrease,1,Satisfied,5,Weekly,Good,Europe,Medium,Low
EMP3229,38,Prefer not to say,HR,IT,9,Onsite,24,9,2,Low,Anxiety,Yes,Decrease,5,Neutral,3,,Good,North America,Low,High
EMP3230,36,Maleale,Designer,IT,30,Remote,30,11,3,High,Anxiety,Yes,Decrease,2,Satisfied,4,Daily,Poor,Africa,Medium,Low
EMP3231,37,Femaleemale,Designer,IT,19,Onsite,28,8,2,Medium,Burnout,Yes,Decrease,4,Neutral,1,,Good,Asia,Low,Medium
EMP3232,26,Prefer not to say,Marketing,Retail,21,Onsite,58,8,4,High,,No,No Change,1,Satisfied,4,Daily,Average,Europe,Medium,Low
EMP3233,48,Maleale,Software Engineer,Education,21,Onsite,20,5,2,Medium,Depression,Yes,Decrease,4,Satisfied,1,Daily,Poor,South America,Low,Medium
EMP3234,57,Non-binary,Project Manager,Retail,17,Onsite,21,12,5,High,,Yes,Decrease,2,Neutral,1,Daily,Good,North America,High,Low
EMP3235,45,Maleale,Marketing,Finance,31,Remote,39,14,5,Medium,Anxiety,No,Decrease,3,Satisfied,5,Daily,Poor,South America,High,Medium
EMP3236,49,Non-binary,Data Scientist,Finance,13,Remote,22,2,2,Low,Depression,Yes,Decrease,4,Satisfied,4,,Poor,Africa,Low,Medium
EMP3237,50,Femaleemale,Data Scientist,Manufacturing,26,Onsite,40,15,1,Low,,No,Increase,5,Satisfied,1,,Poor,Asia,Low,High
EMP3238,45,Femaleemale,Project Manager,IT,15,Remote,58,13,4,Medium,,Yes,Decrease,3,Satisfied,2,,Good,Europe,Medium,Medium
EMP3239,51,Maleale,Designer,Retail,7,Remote,36,10,2,High,Anxiety,No,Increase,2,Unsatisfied,1,Weekly,Good,South America,Low,Low
EMP3240,36,Prefer not to say,Sales,Finance,23,Onsite,43,14,1,High,,Yes,No Change,1,Satisfied,4,Daily,Average,Europe,Low,Low
EMP3241,33,Non-binary,Designer,Manufacturing,19,Hybrid,43,15,5,High,Anxiety,Yes,Increase,5,Neutral,4,Daily,Poor,Europe,High,High
EMP3242,53,Non-binary,Data Scientist,Education,6,Onsite,40,0,4,Low,Anxiety,Yes,Decrease,3,Satisfied,2,,Poor,Oceania,Medium,Medium
EMP3243,31,Non-binary,Project Manager,Education,20,Remote,40,2,5,High,Burnout,Yes,No Change,1,Satisfied,1,Weekly,Poor,Oceania,High,Low
EMP3244,51,Prefer not to say,Project Manager,Retail,7,Remote,35,2,2,Medium,Depression,No,Increase,2,Unsatisfied,2,Daily,Good,Europe,Low,Low
EMP3245,36,Maleale,Designer,Manufacturing,3,Remote,22,12,1,Medium,Burnout,Yes,Increase,1,Neutral,2,Weekly,Good,Europe,Low,Low
EMP3246,58,Prefer not to say,Sales,Education,18,Hybrid,41,12,3,Low,,Yes,Increase,1,Unsatisfied,2,Daily,Poor,Europe,Medium,Low
EMP3247,25,Prefer not to say,Designer,Healthcare,15,Remote,26,11,1,High,Depression,No,Decrease,3,Satisfied,3,Weekly,Average,North America,Low,Medium
EMP3248,48,Maleale,Marketing,Manufacturing,7,Remote,34,13,5,High,Anxiety,Yes,No Change,4,Satisfied,1,Weekly,Poor,Europe,High,Medium
EMP3249,31,Non-binary,Data Scientist,Education,18,Onsite,31,4,2,High,Depression,Yes,No Change,4,Satisfied,4,Weekly,Average,Africa,Low,Medium
EMP3250,32,Prefer not to say,Data Scientist,Retail,15,Onsite,52,7,1,High,Burnout,No,Increase,3,Neutral,5,Weekly,Good,South America,Low,Medium
EMP3251,60,Prefer not to say,Sales,Retail,4,Onsite,60,15,4,Low,,Yes,Increase,2,Neutral,5,,Average,South America,Medium,Low
EMP3252,35,Maleale,Data Scientist,Healthcare,21,Hybrid,36,15,2,Low,,Yes,No Change,3,Unsatisfied,4,,Average,Asia,Low,Medium
EMP3253,53,Non-binary,Project Manager,Healthcare,16,Remote,21,9,1,High,Burnout,No,No Change,3,Unsatisfied,5,,Poor,Asia,Low,Medium
EMP3254,53,Femaleemale,Sales,Healthcare,16,Hybrid,40,13,2,High,Burnout,No,Decrease,2,Neutral,4,Weekly,Good,Asia,Low,Low
EMP3255,31,Maleale,Project Manager,Education,24,Remote,60,4,2,Low,,No,No Change,1,Unsatisfied,4,Daily,Average,North America,Low,Low
EMP3256,37,Maleale,Marketing,Healthcare,34,Remote,55,3,2,Medium,Anxiety,No,No Change,4,Satisfied,4,Daily,Average,South America,Low,Medium
EMP3257,46,Femaleemale,Marketing,Education,5,Remote,28,15,5,High,,Yes,Decrease,4,Satisfied,3,,Good,Africa,High,Medium
EMP3258,49,Maleale,HR,IT,18,Hybrid,28,1,2,Low,,Yes,Decrease,4,Unsatisfied,2,Weekly,Average,North America,Low,Medium
EMP3259,57,Non-binary,Project Manager,Retail,16,Onsite,53,13,3,High,Anxiety,No,Decrease,2,Satisfied,4,Weekly,Poor,Asia,Medium,Low
EMP3260,58,Femaleemale,Sales,Healthcare,31,Remote,38,10,5,High,Anxiety,Yes,Increase,5,Neutral,5,,Good,Asia,High,High
EMP3261,55,Prefer not to say,Designer,Education,23,Remote,55,5,3,Low,Burnout,Yes,No Change,2,Neutral,5,,Good,North America,Medium,Low
EMP3262,43,Maleale,Project Manager,Manufacturing,32,Remote,40,15,4,Medium,,Yes,Increase,1,Neutral,3,Daily,Poor,South America,Medium,Low
EMP3263,33,Non-binary,Designer,Retail,23,Onsite,33,2,5,High,Burnout,Yes,No Change,4,Neutral,5,,Poor,South America,High,Medium
EMP3264,40,Non-binary,Sales,Education,28,Hybrid,37,14,2,High,Burnout,Yes,Decrease,5,Satisfied,5,Weekly,Good,North America,Low,High
EMP3265,48,Femaleemale,Marketing,Consulting,23,Hybrid,54,9,3,Low,Depression,Yes,Decrease,2,Unsatisfied,1,,Good,North America,Medium,Low
EMP3266,60,Maleale,HR,Healthcare,6,Hybrid,31,6,1,Low,Anxiety,No,Increase,4,Neutral,4,,Average,Europe,Low,Medium
EMP3267,49,Prefer not to say,Data Scientist,Healthcare,20,Remote,30,10,2,High,,Yes,Increase,4,Unsatisfied,4,,Poor,Europe,Low,Medium
EMP3268,41,Prefer not to say,HR,Education,33,Onsite,26,6,5,Medium,,No,Decrease,4,Unsatisfied,2,Weekly,Good,South America,High,Medium
EMP3269,46,Non-binary,Designer,Finance,22,Hybrid,24,13,1,Low,,No,No Change,2,Neutral,2,Daily,Poor,Oceania,Low,Low
EMP3270,60,Maleale,Marketing,IT,14,Hybrid,46,11,3,Medium,Burnout,No,No Change,5,Neutral,3,Daily,Average,Asia,Medium,High
EMP3271,42,Femaleemale,Software Engineer,IT,24,Hybrid,21,0,4,Low,Depression,No,Decrease,5,Satisfied,5,Daily,Average,Africa,Medium,High
EMP3272,59,Femaleemale,Designer,Manufacturing,5,Onsite,56,4,1,Low,Depression,Yes,Decrease,2,Satisfied,1,Daily,Poor,Oceania,Low,Low
EMP3273,29,Non-binary,Sales,Manufacturing,10,Onsite,57,0,2,High,,Yes,No Change,5,Satisfied,5,,Poor,South America,Low,High
EMP3274,28,Femaleemale,Designer,Retail,34,Hybrid,21,15,5,High,Burnout,No,No Change,1,Unsatisfied,5,Weekly,Average,South America,High,Low
EMP3275,46,Femaleemale,Marketing,IT,33,Onsite,31,8,4,High,Burnout,Yes,Decrease,2,Satisfied,3,Weekly,Poor,Oceania,Medium,Low
EMP3276,39,Non-binary,Project Manager,IT,11,Remote,43,1,4,Low,Anxiety,Yes,Decrease,4,Unsatisfied,4,Weekly,Average,North America,Medium,Medium
EMP3277,53,Femaleemale,Data Scientist,Retail,29,Onsite,47,0,3,High,Anxiety,No,No Change,5,Unsatisfied,5,Daily,Poor,Asia,Medium,High
EMP3278,53,Maleale,Designer,Consulting,25,Remote,31,7,2,Low,Depression,No,Increase,2,Satisfied,3,Daily,Good,Europe,Low,Low
EMP3279,23,Maleale,Sales,Manufacturing,27,Remote,45,11,2,Medium,Depression,No,Increase,3,Unsatisfied,1,Weekly,Good,Africa,Low,Medium
EMP3280,41,Maleale,Project Manager,Healthcare,32,Hybrid,27,0,2,Medium,Depression,No,No Change,2,Unsatisfied,5,,Average,South America,Low,Low
EMP3281,49,Prefer not to say,Sales,Healthcare,16,Remote,34,4,2,High,Anxiety,Yes,Increase,3,Neutral,3,Weekly,Average,Africa,Low,Medium
EMP3282,48,Femaleemale,Marketing,Education,20,Onsite,50,9,1,Medium,Anxiety,No,Decrease,1,Neutral,3,Daily,Average,Oceania,Low,Low
EMP3283,33,Maleale,Software Engineer,Consulting,35,Onsite,37,1,3,Medium,Depression,No,Increase,2,Unsatisfied,1,,Poor,Europe,Medium,Low
EMP3284,39,Non-binary,Project Manager,IT,1,Remote,23,2,3,Low,Depression,No,No Change,2,Unsatisfied,1,Weekly,Poor,Oceania,Medium,Low
EMP3285,52,Non-binary,Data Scientist,Healthcare,25,Hybrid,27,10,2,Low,Burnout,Yes,Increase,2,Satisfied,3,Daily,Average,Asia,Low,Low
EMP3286,54,Femaleemale,Software Engineer,IT,20,Hybrid,27,8,2,Low,Burnout,No,No Change,1,Neutral,5,,Good,Asia,Low,Low
EMP3287,31,Prefer not to say,Data Scientist,IT,4,Hybrid,50,0,1,Low,Burnout,Yes,Decrease,2,Unsatisfied,1,Daily,Good,Asia,Low,Low
EMP3288,52,Femaleemale,Data Scientist,Manufacturing,24,Remote,57,14,3,Medium,Depression,No,Increase,4,Satisfied,4,Daily,Poor,Europe,Medium,Medium
EMP3289,51,Prefer not to say,Sales,IT,15,Hybrid,32,12,1,High,Burnout,Yes,Decrease,2,Neutral,1,Weekly,Average,Europe,Low,Low
EMP3290,31,Femaleemale,Sales,Retail,6,Remote,50,2,1,Low,,Yes,Increase,3,Satisfied,3,,Average,Europe,Low,Medium
EMP3291,33,Maleale,Marketing,Finance,30,Hybrid,57,8,1,Low,Burnout,Yes,Increase,4,Satisfied,3,Daily,Good,Europe,Low,Medium
EMP3292,34,Prefer not to say,Sales,Education,6,Onsite,43,3,3,High,,Yes,Increase,2,Neutral,2,Weekly,Poor,Europe,Medium,Low
EMP3293,43,Non-binary,Sales,Healthcare,15,Onsite,35,9,5,Medium,Depression,Yes,Decrease,2,Unsatisfied,1,Daily,Average,Europe,High,Low
EMP3294,39,Prefer not to say,Sales,Manufacturing,19,Onsite,35,14,5,High,Anxiety,Yes,No Change,4,Unsatisfied,1,Daily,Good,Africa,High,Medium
EMP3295,42,Maleale,HR,Manufacturing,7,Remote,42,2,1,Medium,,No,No Change,3,Unsatisfied,2,Daily,Poor,Europe,Low,Medium
EMP3296,56,Femaleemale,Designer,Retail,12,Hybrid,46,1,3,High,Depression,No,Decrease,5,Unsatisfied,1,Weekly,Poor,Asia,Medium,High
EMP3297,35,Femaleemale,Data Scientist,Education,13,Hybrid,41,9,1,Low,Depression,Yes,Increase,1,Satisfied,2,Daily,Poor,South America,Low,Low
EMP3298,37,Femaleemale,Project Manager,Education,25,Hybrid,53,8,5,High,Anxiety,Yes,No Change,3,Neutral,1,Weekly,Average,Europe,High,Medium
EMP3299,30,Femaleemale,Data Scientist,Healthcare,14,Onsite,33,9,3,High,,Yes,Increase,3,Neutral,3,Daily,Average,Europe,Medium,Medium
EMP3300,50,Prefer not to say,Data Scientist,Education,16,Hybrid,59,7,5,Low,Burnout,No,No Change,4,Neutral,3,Daily,Poor,Oceania,High,Medium
EMP3301,57,Prefer not to say,Designer,Finance,4,Remote,57,3,3,High,Anxiety,No,No Change,4,Unsatisfied,1,Weekly,Poor,South America,Medium,Medium
EMP3302,45,Maleale,HR,Manufacturing,16,Onsite,43,15,1,Low,Depression,No,Decrease,3,Neutral,5,Weekly,Poor,Europe,Low,Medium
EMP3303,22,Prefer not to say,HR,IT,11,Remote,49,8,1,High,Burnout,Yes,No Change,3,Satisfied,1,Daily,Average,Africa,Low,Medium
EMP3304,39,Non-binary,Software Engineer,Consulting,17,Onsite,44,0,1,Medium,,No,Increase,4,Unsatisfied,3,Daily,Good,Europe,Low,Medium
EMP3305,55,Femaleemale,HR,Retail,35,Remote,40,13,4,High,Anxiety,No,Decrease,3,Neutral,3,Weekly,Poor,Europe,Medium,Medium
EMP3306,55,Prefer not to say,Project Manager,Healthcare,31,Remote,59,6,1,High,,No,No Change,2,Satisfied,3,Daily,Average,Africa,Low,Low
EMP3307,59,Prefer not to say,HR,Finance,1,Hybrid,60,6,3,High,Anxiety,No,Increase,2,Unsatisfied,3,,Good,South America,Medium,Low
EMP3308,44,Maleale,Data Scientist,Healthcare,23,Onsite,29,7,1,Low,Anxiety,No,Increase,3,Satisfied,3,,Poor,Africa,Low,Medium
EMP3309,22,Maleale,Sales,Manufacturing,22,Remote,47,12,3,High,Depression,Yes,No Change,1,Satisfied,5,Daily,Average,Africa,Medium,Low
EMP3310,23,Prefer not to say,Data Scientist,Healthcare,17,Hybrid,38,10,4,Low,Anxiety,No,No Change,2,Unsatisfied,4,,Poor,South America,Medium,Low
EMP3311,22,Femaleemale,HR,Healthcare,16,Hybrid,51,6,5,High,Burnout,Yes,Decrease,4,Neutral,3,Weekly,Average,North America,High,Medium
EMP3312,34,Femaleemale,HR,Consulting,4,Onsite,23,9,2,Medium,Depression,No,No Change,5,Satisfied,1,Daily,Poor,South America,Low,High
EMP3313,22,Non-binary,Sales,Manufacturing,21,Onsite,36,10,5,High,,Yes,Decrease,5,Neutral,4,Weekly,Poor,Asia,High,High
EMP3314,51,Femaleemale,Software Engineer,Retail,21,Hybrid,53,15,3,High,Burnout,No,Decrease,3,Unsatisfied,2,,Good,North America,Medium,Medium
EMP3315,35,Non-binary,HR,Education,29,Onsite,42,11,1,Low,Depression,No,No Change,5,Satisfied,5,Daily,Average,Oceania,Low,High
EMP3316,58,Prefer not to say,Sales,Manufacturing,19,Hybrid,30,6,5,Medium,Depression,Yes,Increase,3,Neutral,5,Daily,Poor,Oceania,High,Medium
EMP3317,29,Femaleemale,Designer,Education,25,Onsite,52,13,2,Low,,Yes,No Change,4,Satisfied,1,Weekly,Good,North America,Low,Medium
EMP3318,51,Prefer not to say,Designer,Finance,23,Onsite,36,13,2,Medium,Burnout,No,Increase,2,Unsatisfied,3,Weekly,Poor,Oceania,Low,Low
EMP3319,22,Non-binary,Sales,Finance,23,Hybrid,55,10,4,Low,,No,Decrease,4,Unsatisfied,4,Weekly,Average,Asia,Medium,Medium
EMP3320,32,Maleale,Software Engineer,Manufacturing,22,Onsite,33,7,5,Medium,Anxiety,Yes,Decrease,1,Unsatisfied,3,Daily,Poor,Africa,High,Low
EMP3321,39,Femaleemale,Marketing,Retail,20,Remote,57,5,3,Low,Depression,No,Decrease,2,Satisfied,4,,Good,Europe,Medium,Low
EMP3322,50,Prefer not to say,Software Engineer,Finance,30,Onsite,43,0,3,High,,No,No Change,3,Neutral,1,,Average,North America,Medium,Medium
EMP3323,55,Maleale,Data Scientist,Healthcare,29,Hybrid,41,15,5,Low,Anxiety,No,Decrease,2,Neutral,3,,Average,Asia,High,Low
EMP3324,60,Non-binary,Sales,Manufacturing,17,Hybrid,55,12,4,High,Depression,No,No Change,3,Unsatisfied,5,Daily,Poor,Oceania,Medium,Medium
EMP3325,47,Prefer not to say,HR,Healthcare,18,Remote,58,8,3,Medium,,No,Decrease,2,Satisfied,5,Daily,Good,Africa,Medium,Low
EMP3326,33,Maleale,Software Engineer,Healthcare,9,Onsite,23,12,2,High,Anxiety,No,No Change,1,Unsatisfied,2,Weekly,Good,North America,Low,Low
EMP3327,50,Femaleemale,Project Manager,Healthcare,2,Onsite,53,3,4,High,Depression,Yes,Increase,5,Unsatisfied,4,,Poor,Oceania,Medium,High
EMP3328,40,Femaleemale,HR,Education,23,Remote,26,4,2,Low,Depression,Yes,Decrease,1,Neutral,1,Weekly,Average,Africa,Low,Low
EMP3329,42,Femaleemale,Designer,Healthcare,16,Hybrid,32,15,1,High,Depression,Yes,No Change,3,Neutral,3,,Good,South America,Low,Medium
EMP3330,22,Prefer not to say,HR,Consulting,34,Remote,29,13,1,Low,Burnout,Yes,Decrease,4,Unsatisfied,1,Weekly,Good,Africa,Low,Medium
EMP3331,34,Non-binary,Data Scientist,Healthcare,13,Hybrid,31,9,4,Medium,,Yes,No Change,3,Unsatisfied,5,,Average,South America,Medium,Medium
